gene,log fold change,p-value,adjusted p-value,cluster
TCF4,-1.170741,5.4259274946757864e-142,4.7091501409757185e-140,Fib1
ZFP36,-1.6554189,8.827697766592796e-143,7.70531905055457e-141,Fib1
RPL27,-0.5359264,8.79001975362395e-144,7.716525961873898e-142,Fib1
PFDN5,-0.78516895,1.1173278907093714e-144,9.865424006118872e-143,Fib1
NAP1L1,-1.0762433,3.37664558747315e-148,3.034015373450139e-146,Fib1
EEF1D,-0.9831134,9.560403134552469e-155,8.692568921445772e-153,Fib1
RPL21,-1.5555048,1.311990014653517e-158,1.214584695383786e-156,Fib1
COL15A1,-2.0290427,4.294804917755241e-163,4.000191775531177e-161,Fib1
RPS29,-0.6433606,4.0371988645256246e-170,3.8785039406055924e-168,Fib1
PTMA,-0.7832619,1.0938410363419748e-174,1.064230689816794e-172,Fib1
RPS20,-0.49830496,3.063859954159564e-178,3.0389909610251522e-176,Fib1
C6orf48,-1.2704077,1.5039375080890496e-178,1.501480093860146e-176,Fib1
EEF1A1,-1.2612149,5.64908542637964e-179,5.676959203154539e-177,Fib1
RPL27A,-0.4951467,9.179145005466272e-180,9.285525825066047e-178,Fib1
RPS28,-1.1103901,6.341255503052277e-183,6.457511853941568e-181,Fib1
RPL10,-1.092326,2.194783845287689e-192,2.328147446997878e-190,Fib1
TPT1,-0.56034464,9.962195910791068e-194,1.071637623502349e-191,Fib1
RPL37A,-0.5409002,4.764257751217179e-195,5.161279230485277e-193,Fib1
NACA,-0.670078,1.15211136458953e-197,1.275253702471382e-195,Fib1
RPL36,-0.6836939,5.300285313972292e-199,5.909624684009252e-197,Fib1
RPL18A,-1.2109224,2.817568718906581e-202,3.1645854545072076e-200,Fib1
RPL14,-0.6080574,2.4294009813950384e-204,2.748822221541423e-202,Fib1
H3F3B,-0.75049794,8.562208306391861e-206,9.833664051138022e-204,Fib1
RPL41,-1.2334169,1.7810948607623869e-208,2.0610775756170803e-206,Fib1
SRPX,-1.7945409,1.720401220793382e-208,2.0060403547800694e-206,Fib1
RPL22,-0.8409937,5.193824308061998e-211,6.198098930128673e-209,Fib1
FAU,-0.6949965,1.2660294827063754e-212,1.5227244368771563e-210,Fib1
RPL37,-0.6017155,4.672110394537277e-216,5.755361796496524e-214,Fib1
JUNB,-2.6006083,3.0548732636464168e-217,3.856461909272646e-215,Fib1
RACK1,-0.6297307,3.6434142275142354e-228,4.716368841125419e-226,Fib1
RPS7,-0.74396193,1.6517501473250796e-228,2.1564515812299654e-226,Fib1
RPL30,-0.59911096,1.0722963632318447e-229,1.412010943824692e-227,Fib1
RPS27,-1.3491704,1.2450669267194834e-231,1.6537736787513137e-229,Fib1
RPS3A,-1.2182088,5.53786105249232e-251,7.832484034890759e-249,Fib1
RPL24,-0.6834953,5.164164549680346e-252,7.512629856796884e-250,Fib1
NPM1,-1.2716169,2.70880161896391e-252,3.9785523778532425e-250,Fib1
HNRNPA1,-1.3527186,1.77568632280582e-254,2.633360056394068e-252,Fib1
RPL28,-0.74575347,9.939866425568827e-264,1.549300608679223e-261,Fib1
RPL4,-0.82167023,2.2587430478377882e-265,3.5569381500744556e-263,Fib1
RPS25,-0.6933499,2.1101621753468544e-269,3.3575757529607503e-267,Fib1
RPL35,-0.7192,1.4399769889481742e-272,2.3153314217035117e-270,Fib1
RPL9,-1.5161914,3.0170066768082114e-277,5.0642612074994975e-275,Fib1
RPL13A,-1.2827781,3.719686885991224e-284,6.456615589035904e-282,Fib1
RPL7A,-0.8923348,2.5503163668189494e-288,4.5297770352511e-286,Fib1
FOS,-2.3231325,4.824765470765866e-289,8.670387360699836e-287,Fib1
SPARCL1,-2.8871017,7.431421049457099e-304,1.4014192164253973e-301,Fib1
RPLP0,-0.8102911,0.0,0.0,Fib1
RPL29,-0.8326135,0.0,0.0,Fib1
RPS13,-0.715936,0.0,0.0,Fib1
RPS5,-0.86121064,0.0,0.0,Fib1
RPL6,-1.0366565,0.0,0.0,Fib1
RPS16,-0.7814549,0.0,0.0,Fib1
RPL23A,-0.8712472,0.0,0.0,Fib1
RPS9,-1.0353107,0.0,0.0,Fib1
RPS14,-0.7099086,0.0,0.0,Fib1
RPL5,-0.83975047,0.0,0.0,Fib1
RPLP2,-0.6929643,0.0,0.0,Fib1
RPS24,-0.75681657,0.0,0.0,Fib1
RPL15,-0.7820455,0.0,0.0,Fib1
RPS15,-0.8622636,0.0,0.0,Fib1
RPL8,-0.99312615,0.0,0.0,Fib1
IGFBP7,-1.3932208,0.0,0.0,Fib1
RPS15A,-0.8059327,0.0,0.0,Fib1
RPL26,-0.7650029,0.0,0.0,Fib1
RPL31,-0.74605936,0.0,0.0,Fib1
RPL35A,-0.82885563,0.0,0.0,Fib1
RPS19,-1.0506785,0.0,0.0,Fib1
RPL18,-1.0200927,0.0,0.0,Fib1
RPLP1,-0.6736816,0.0,0.0,Fib1
APOE,-3.8713026,0.0,0.0,Fib1
RPL19,-0.7577182,0.0,0.0,Fib1
RPS12,-0.7844405,0.0,0.0,Fib1
RPS4X,-0.85887605,0.0,0.0,Fib1
RPL10A,-1.0321463,0.0,0.0,Fib1
RPS8,-0.81569976,0.0,0.0,Fib1
RPL12,-0.9540134,0.0,0.0,Fib1
RPL34,-0.8636276,0.0,0.0,Fib1
RPS6,-0.8227796,0.0,0.0,Fib1
RPL11,-0.87518185,0.0,0.0,Fib1
RPS23,-0.96801376,0.0,0.0,Fib1
RPS2,-1.2552564,0.0,0.0,Fib1
RPS3,-1.1906027,0.0,0.0,Fib1
RPL32,-1.0171409,0.0,0.0,Fib1
PTGDS,-4.1256185,0.0,0.0,Fib1
RPS27A,-1.0487826,0.0,0.0,Fib1
RPS18,-1.1095686,0.0,0.0,Fib1
RPL13,-1.103335,0.0,0.0,Fib1
POSTN,4.312542,0.0,0.0,Fib2
COL3A1,1.841927,0.0,0.0,Fib2
COL1A1,1.865077,0.0,0.0,Fib2
COL1A2,1.3073696,0.0,0.0,Fib2
SPARC,1.3990401,0.0,0.0,Fib2
EDNRA,3.5840464,0.0,0.0,Fib2
RPL31,0.6346355,0.0,0.0,Fib2
F2R,2.296086,0.0,0.0,Fib2
RPL4,0.7848367,0.0,0.0,Fib2
RPS24,0.63682413,0.0,0.0,Fib2
COL11A1,4.5400705,1.4918388206343464e-306,4.9538778228673134e-304,Fib2
COL5A2,1.592681,7.169169299722055e-285,2.147236491240282e-282,Fib2
F2RL2,3.3756654,4.849345820873753e-273,1.424495334881665e-270,Fib2
RPL37A,0.5978745,3.923596553501282e-266,1.0896897700860378e-263,Fib2
RPL34,0.53327674,1.5940033681595613e-251,4.126847703158864e-249,Fib2
RPL5,0.584735,3.0988279017260635e-250,7.759769868666496e-248,Fib2
TNN,2.9474232,4.265640967756786e-239,1.034248663214046e-236,Fib2
RPS23,0.5456328,4.496461299934089e-229,1.040658278128685e-226,Fib2
COL6A3,0.95118815,1.9159884134906797e-225,4.303929855304432e-223,Fib2
RPS11,0.508531,7.940432811852263e-215,1.6390555567708555e-212,Fib2
DKK3,1.8200809,3.8817170276022025e-214,7.905763679549819e-212,Fib2
RPL26,0.4950505,1.3075684781171544e-210,2.6280405925315175e-208,Fib2
RPL23,0.58711165,2.704630889521156e-205,5.229523650308312e-203,Fib2
RPLP1,0.4273341,6.103224564290804e-199,1.150947595302988e-196,Fib2
PMEPA1,2.1135674,5.228705940229564e-198,9.622708823735733e-196,Fib2
RPS8,0.44113186,2.3872797727515176e-197,4.341154586759456e-195,Fib2
RPS13,0.466834,3.889861048821407e-194,6.909026455900813e-192,Fib2
HTRA1,0.93782485,1.5570286067255574e-191,2.672315951430662e-189,Fib2
SPON1,1.859725,1.888650698191155e-187,3.170235100535153e-185,Fib2
MXRA5,1.3513203,1.554943766196321e-182,2.5001858977525056e-180,Fib2
TNMD,2.479812,1.7365439193961218e-179,2.7346091101830683e-177,Fib2
COL6A1,0.6207667,2.6477311828303135e-172,3.8888551747820226e-170,Fib2
PABPC1,0.8190772,1.4104760697327573e-164,1.9766075197401712e-162,Fib2
GPC3,1.313014,2.7934007719724754e-154,3.844071783052213e-152,Fib2
RPS16,0.4225656,1.7283893326477934e-148,2.237385343745343e-146,Fib2
ASPN,1.6485287,7.308897135119659e-148,9.303616978246067e-146,Fib2
RACK1,0.41793534,8.824660761592445e-147,1.1048909273223329e-144,Fib2
RPS6,0.3975015,3.302190709034716e-146,4.067819603266555e-144,Fib2
RPL27,0.452712,3.3653841961988898e-146,4.112499487755043e-144,Fib2
RPS3,0.49780127,8.993188093645193e-145,1.0902456200827804e-142,Fib2
RPL38,0.5342221,7.383183492059798e-144,8.675240603170263e-142,Fib2
RPS15A,0.38841406,1.6159269965342026e-139,1.855886080606011e-137,Fib2
RPL30,0.37442884,4.764296983943817e-134,5.3120172576453876e-132,Fib2
RPL35A,0.3857763,6.687970851546771e-127,7.245301755842335e-125,Fib2
PTMA,0.61383325,4.776341149900108e-123,5.1020007737569325e-121,Fib2
LAMC3,2.0727735,4.362613935727626e-121,4.6277033241832974e-119,Fib2
RPL37,0.40028337,5.495065667984309e-121,5.788767453686918e-119,Fib2
PRSS23,1.2593454,1.0596228196392583e-118,1.0936309844587615e-116,Fib2
RPL10A,0.43565363,1.2656122165389453e-116,1.2888151071754927e-114,Fib2
RPS4X,0.36940312,4.438376589148527e-114,4.431124339819853e-112,Fib2
SEPT11,1.1299274,5.920556558143885e-113,5.8725000925745354e-111,Fib2
RPL15,0.39456236,1.487522269297987e-112,1.4659292040985002e-110,Fib2
MME,2.6895387,7.537630484769023e-112,7.287171243977648e-110,Fib2
RPS27A,0.35815918,4.0939101420478984e-111,3.9084048387363527e-109,Fib2
RPS21,0.49458352,4.2096055769000146e-109,3.969242295502946e-107,Fib2
RPL27A,0.3053298,9.083001047290487e-107,8.408657030143162e-105,Fib2
RPL24,0.35460138,1.8403879502974954e-105,1.6733289250472764e-103,Fib2
RPL32,0.3899115,5.216876903953242e-103,4.5797583165451595e-101,Fib2
RPL18,0.4056165,8.316134935609521e-103,7.258797779510596e-101,Fib2
LGALS1,0.48925006,1.4107161507891625e-100,1.2106005170395764e-98,Fib2
RPL19,0.29861447,2.0806073787997088e-100,1.7754903749254497e-98,Fib2
NPM1,0.6893423,6.530241094798043e-100,5.5416351512800056e-98,Fib2
TCF4,0.9168008,2.912519693336073e-99,2.431078596486804e-97,Fib2
ACTG1,0.31008053,3.8096614125450934e-98,3.128633229926145e-96,Fib2
RPS17,0.44608703,8.94256013500121e-98,7.304684816157406e-96,Fib2
RPS29,0.42869282,8.293080674688138e-97,6.702476577029699e-95,Fib2
RPS14,0.30139494,4.8203538892223216e-92,3.700045510445777e-90,Fib2
RPS2,0.44636598,7.613438869834375e-92,5.785834763020899e-90,Fib2
TMEM119,1.3988948,9.866351051614047e-92,7.460817441257651e-90,Fib2
RPL36,0.38154498,8.198594703886056e-91,6.138898730483309e-89,Fib2
PALLD,1.1751367,2.285299343469884e-86,1.6388707733099757e-84,Fib2
RPS20,0.2835604,3.266424968911496e-86,2.320680995354563e-84,Fib2
COL15A1,1.1760714,3.17085971679025e-85,2.2116384554324686e-83,Fib2
MEF2C,2.6501307,1.318819210450589e-82,8.953317084281222e-81,Fib2
LRRC15,1.9512061,3.4940897742402724e-82,2.3511991762784213e-80,Fib2
RPL12,0.31921706,5.786965246126739e-82,3.860082713300696e-80,Fib2
LAMA2,1.0093062,4.551001770735375e-81,2.97079282256337e-79,Fib2
LRRC17,1.847603,2.7112206044724303e-77,1.7255789472215158e-75,Fib2
WWTR1,1.3286924,3.4206931184581542e-77,2.168094912217772e-75,Fib2
GNAS,0.4715382,1.283881418980851e-76,8.070489166638888e-75,Fib2
RPL13,0.33133513,1.8360905629850874e-76,1.144746259167233e-74,Fib2
DPEP1,4.533636,2.4743107402722833e-76,1.5363860389292327e-74,Fib2
RPLP2,0.27095526,3.4218890899684334e-76,2.099170917641278e-74,Fib2
FN1,0.6642153,7.051926696042839e-75,4.257635584270924e-73,Fib2
NACA,0.31893545,6.102910845168136e-74,3.627313741632034e-72,Fib2
NAP1L1,0.7256411,4.189989939663881e-73,2.4807014080761927e-71,Fib2
SEMA5A,2.1555812,7.70608391137203e-72,4.4756818154451625e-70,Fib2
LAMB1,1.0752903,6.527551140304223e-70,3.706629876139294e-68,Fib2
TTC3,0.8559847,1.8486127536471945e-68,1.0230999931869891e-66,Fib2
MT-CO1,0.26825392,2.6525632186189654e-68,1.4627401864406028e-66,Fib2
RPS18,0.33310044,1.6164935467363356e-66,8.663838219788606e-65,Fib2
CDH11,1.3581033,7.257511982727032e-66,3.8492533172276184e-64,Fib2
MDK,1.2574728,2.905843638833258e-64,1.5149065386750177e-62,Fib2
C6orf48,0.69209445,1.8515968094192198e-62,9.522943186491106e-61,Fib2
RPL28,0.30121776,2.5050711015914987e-62,1.284059096537253e-60,Fib2
HAPLN1,3.993667,7.147033302466343e-62,3.626941318776524e-60,Fib2
RPL23A,0.2943012,3.282603200936927e-60,1.643992258829887e-58,Fib2
KIF26B,4.05334,3.9931310431009946e-60,1.9933031595871795e-58,Fib2
RFLNB,2.5658371,1.3155790396248588e-58,6.440855714830039e-57,Fib2
RPS7,0.2674209,8.613117225348145e-58,4.150326991078641e-56,Fib2
STMN1,2.1773965,6.205386898129841e-57,2.9713882404054332e-55,Fib2
C12orf57,0.47384113,1.3866039435925225e-51,6.284977815541775e-50,Fib2
WFDC1,4.0931697,1.813568590771248e-51,8.19593497752391e-50,Fib2
RPL6,0.3419947,3.271526884561835e-50,1.4526910802814546e-48,Fib2
BGN,0.66803366,1.583316981376121e-48,6.831968048169562e-47,Fib2
SFRP1,0.97041297,8.926981654971909e-48,3.80892862513117e-46,Fib2
RPL11,0.22164884,1.4620964848046902e-47,6.186571691244223e-46,Fib2
EEF2,0.2746941,2.7201356095440346e-47,1.1446300671015187e-45,Fib2
RPS12,0.20164059,2.861904484115552e-47,1.2009777745842048e-45,Fib2
CNN2,1.0319707,5.374329732402657e-47,2.242975045422147e-45,Fib2
COL5A1,0.6849428,1.2220170922748363e-45,5.04494894175625e-44,Fib2
PRELP,0.6427915,1.6017421291576266e-45,6.577045973893211e-44,Fib2
TPM2,1.2023646,8.25425311020236e-45,3.3622324335557614e-43,Fib2
HNRNPA1,0.48523307,3.007878572752523e-44,1.2219506701807125e-42,Fib2
RPS5,0.25438437,7.593335947898998e-44,3.068471074184053e-42,Fib2
CCDC3,2.3146853,9.537014663095467e-44,3.823566902330269e-42,Fib2
TBX15,1.3180901,1.3467847370935678e-43,5.3853761411267665e-42,Fib2
TNS3,1.5629578,1.4253918470993683e-42,5.626062135514948e-41,Fib2
TPM4,0.565117,1.2364696353211423e-41,4.733602425947481e-40,Fib2
DKK2,1.0775702,3.540407642139761e-41,1.341928703069103e-39,Fib2
UQCRB,0.51485026,3.881876830477185e-41,1.4677145689489852e-39,Fib2
CGNL1,1.5252408,9.698137797429083e-41,3.5869020546181416e-39,Fib2
UBA52,0.18609968,1.101088319988649e-40,4.062590359378409e-39,Fib2
RPS19,0.28171366,1.1239966213890768e-40,4.137120094389915e-39,Fib2
INHBA,2.173728,3.642502057408549e-40,1.3215966490953822e-38,Fib2
RPLP0,0.2062631,6.803393930715906e-39,2.4111796355379457e-37,Fib2
TAGLN,1.4154731,1.2013689671244994e-38,4.208924535052002e-37,Fib2
EDIL3,2.1119595,2.9283471415798094e-38,1.0212443513157896e-36,Fib2
MAGED1,1.0385454,3.975234447767964e-38,1.370693141978683e-36,Fib2
GPM6B,1.8573786,1.1693097196412167e-37,3.951594240601678e-36,Fib2
PPP1R14A,3.2243142,2.2079852460341086e-37,7.363968260517688e-36,Fib2
COX6C,0.4115568,2.4373978932899995e-37,8.093750613044509e-36,Fib2
ANTXR1,0.75410193,2.5465542847751434e-37,8.437877809097682e-36,Fib2
RPL22,0.25793755,4.34775698164378e-37,1.422098241854577e-35,Fib2
EIF3E,0.5050528,1.5959609866189032e-35,5.089416298664666e-34,Fib2
GJA1,0.9218572,5.173025311151123e-35,1.629236322223369e-33,Fib2
